2023-12-23 00:25:07,488- INFO - Uygulama Basliyor, StreamName: batuhanberkeelma Port: 8787
2023-12-23 00:25:09,036- INFO - HTTP Request: GET https://www.tiktok.com/@batuhanberkeelma/live "HTTP/1.1 200 OK"
2023-12-23 00:25:10,135- INFO - HTTP Request: GET https://webcast.tiktok.com/webcast/room/info/?aid=1988&app_language=tr-Tr&app_name=tiktok_web&browser_language=tr&browser_name=Mozilla&browser_online=True&browser_platform=Win32&browser_version=5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F102.0.5005.63+Safari%2F537.36&cookie_enabled=True&cursor=&internal_ext=&device_platform=web&focus_state=True&from_page=user&history_len=4&is_fullscreen=False&is_page_visible=True&did_rule=3&fetch_rule=1&last_rtt=0&live_id=12&resp_content_type=protobuf&screen_height=1152&screen_width=2048&tz_name=Europe%2FBerlin&referer=https%3A%2F%2Fwww.tiktok.com%2F&root_referer=https%3A%2F%2Fwww.tiktok.com%2F&msToken=&version_code=180800&webcast_sdk_version=1.3.0&update_version_code=1.3.0&room_id=7315527790888274694 "HTTP/1.1 200 OK"
2023-12-23 00:25:10,880- INFO - HTTP Request: GET https://webcast.tiktok.com/webcast/gift/list/?aid=1988&app_language=tr-Tr&app_name=tiktok_web&browser_language=tr&browser_name=Mozilla&browser_online=True&browser_platform=Win32&browser_version=5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F102.0.5005.63+Safari%2F537.36&cookie_enabled=True&cursor=&internal_ext=&device_platform=web&focus_state=True&from_page=user&history_len=4&is_fullscreen=False&is_page_visible=True&did_rule=3&fetch_rule=1&last_rtt=0&live_id=12&resp_content_type=protobuf&screen_height=1152&screen_width=2048&tz_name=Europe%2FBerlin&referer=https%3A%2F%2Fwww.tiktok.com%2F&root_referer=https%3A%2F%2Fwww.tiktok.com%2F&msToken=&version_code=180800&webcast_sdk_version=1.3.0&update_version_code=1.3.0&room_id=7315527790888274694 "HTTP/1.1 200 OK"
2023-12-23 00:25:12,061- INFO - HTTP Request: GET https://tiktok.eulerstream.com/webcast/fetch/?aid=1988&app_language=tr-Tr&app_name=tiktok_web&browser_language=tr&browser_name=Mozilla&browser_online=True&browser_platform=Win32&browser_version=5.0+%28Windows+NT+10.0%3B+Win64%3B+x64%29+AppleWebKit%2F537.36+%28KHTML%2C+like+Gecko%29+Chrome%2F102.0.5005.63+Safari%2F537.36&cookie_enabled=True&cursor=&internal_ext=&device_platform=web&focus_state=True&from_page=user&history_len=4&is_fullscreen=False&is_page_visible=True&did_rule=3&fetch_rule=1&last_rtt=0&live_id=12&resp_content_type=protobuf&screen_height=1152&screen_width=2048&tz_name=Europe%2FBerlin&referer=https%3A%2F%2Fwww.tiktok.com%2F&root_referer=https%3A%2F%2Fwww.tiktok.com%2F&msToken=&version_code=180800&webcast_sdk_version=1.3.0&update_version_code=1.3.0&room_id=7315527790888274694&client=ttlive-python&uuc=1&apiKey= "HTTP/1.1 200 OK"
2023-12-23 00:25:13,026- INFO - Connected to Room ID:7315527790888274694
2023-12-23 00:25:41,305- INFO - Gift Bilgileri,UserName: Klarise Fatoş , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:26:42,132- INFO - Gift Bilgileri,UserName: Ervalıanne52 , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:26:42,132- INFO - Gift Bilgileri,UserName: Ervalıanne52 , Name: Rose, Cost: 1, Streakable : True , Count : 9 , Streaking: True
2023-12-23 00:26:42,941- INFO - Gift Bilgileri,UserName: Zainab , Name: Heart Me, Cost: 1, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:26:42,941- INFO - Gift Bilgileri,UserName: Ervalıanne52 , Name: Rose, Cost: 1, Streakable : True , Count : 12 , Streaking: True
2023-12-23 00:26:43,754- INFO - Gift Bilgileri,UserName: Ervalıanne52 , Name: Rose, Cost: 1, Streakable : True , Count : 14 , Streaking: True
2023-12-23 00:26:46,217- INFO - Gift Bilgileri,UserName: DİLHAN♥️♥️ , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:26:47,028- INFO - Gift Bilgileri,UserName: Ervalıanne52 , Name: Rose, Cost: 1, Streakable : True , Count : 14 , Streaking: False
2023-12-23 00:26:49,386- INFO - Gift Bilgileri,UserName: DİLHAN♥️♥️ , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:27:00,624- INFO - Gift Bilgileri,UserName: Klarise Fatoş , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:27:03,853- INFO - Gift Bilgileri,UserName: Klarise Fatoş , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:27:13,697- INFO - Gift Bilgileri,UserName: ATA KEMAL ÖZER , Name: Heart Me, Cost: 1, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:27:14,473- INFO - Gift Bilgileri,UserName: DİLHAN♥️♥️ , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:27:15,297- INFO - Gift Bilgileri,UserName: DİLHAN♥️♥️ , Name: Squirrel, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:27:18,571- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:27:19,250- INFO - Gift Bilgileri,UserName: DİLHAN♥️♥️ , Name: Squirrel, Cost: 1, Streakable : True , Count : 2 , Streaking: False
2023-12-23 00:27:25,021- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:27:28,301- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:27:36,274- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:27:39,561- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:27:49,330- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:27:52,566- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:28:05,475- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Finger Heart, Cost: 5, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:28:08,495- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Finger Heart, Cost: 5, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:28:18,656- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Finger Heart, Cost: 5, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:28:21,750- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Finger Heart, Cost: 5, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:28:29,839- INFO - Gift Bilgileri,UserName: B🫀 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:28:31,386- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:28:33,224- INFO - Gift Bilgileri,UserName: B🫀 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:28:33,822- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:28:34,650- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:28:42,743- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:28:46,741- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:28:54,774- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:28:57,974- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:29:05,454- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:29:08,749- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:29:20,732- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:29:23,846- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:29:36,096- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:29:39,368- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:29:53,198- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:29:56,371- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:30:03,608- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:30:06,915- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:30:10,196- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:30:19,813- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:30:23,023- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:30:30,279- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:30:33,624- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:30:41,831- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:30:45,824- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:30:54,690- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:30:58,624- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:30:59,638- INFO - Gift Bilgileri,UserName: Baran Taş , Name: TikTok, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:31:01,268- INFO - Gift Bilgileri,UserName: Baran Taş , Name: GG, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:31:01,269- INFO - Gift Bilgileri,UserName: Baran Taş , Name: TikTok, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:31:01,989- INFO - Gift Bilgileri,UserName: Baran Taş , Name: GG, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:31:01,990- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Chestnuts, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:31:04,395- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:31:05,220- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Chestnuts, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:31:05,220- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:31:06,099- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:31:06,099- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:31:06,818- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 5 , Streaking: True
2023-12-23 00:31:10,054- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 5 , Streaking: False
2023-12-23 00:31:23,743- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:31:26,960- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:31:35,895- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Nazar, Cost: 5, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:31:39,903- INFO - Gift Bilgileri,UserName: tugba ʚїɞ , Name: Nazar, Cost: 5, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:31:48,901- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:32:57,493- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:33:12,030- INFO - Gift Bilgileri,UserName: Sıla 🪬🤍 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:33:13,659- INFO - Gift Bilgileri,UserName: Sıla 🪬🤍 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:33:16,964- INFO - Gift Bilgileri,UserName: Sıla 🪬🤍 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: False
2023-12-23 00:33:46,874- INFO - Gift Bilgileri,UserName: Hivim , Name: Love you, Cost: 1, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:33:51,678- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:34:30,484- INFO - Gift Bilgileri,UserName: Hivim , Name: Love you, Cost: 1, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:34:42,675- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:34:53,140- INFO - Gift Bilgileri,UserName: aksa’Nur , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:34:56,315- INFO - Gift Bilgileri,UserName: aksa’Nur , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:34:58,897- INFO - Gift Bilgileri,UserName: klm , Name: Squirrel, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:34:59,642- INFO - Gift Bilgileri,UserName: klm , Name: Squirrel, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:34:59,642- INFO - Gift Bilgileri,UserName: klm , Name: Squirrel, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:35:00,442- INFO - Gift Bilgileri,UserName: klm , Name: Squirrel, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:35:01,250- INFO - Gift Bilgileri,UserName: klm , Name: Squirrel, Cost: 1, Streakable : True , Count : 5 , Streaking: True
2023-12-23 00:35:04,487- INFO - Gift Bilgileri,UserName: klm , Name: Squirrel, Cost: 1, Streakable : True , Count : 5 , Streaking: False
2023-12-23 00:35:12,559- INFO - Gift Bilgileri,UserName: tugcealkya , Name: Heart, Cost: 10, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:35:13,359- INFO - Gift Bilgileri,UserName: tugcealkya , Name: Heart, Cost: 10, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:35:14,153- INFO - Gift Bilgileri,UserName: tugcealkya , Name: Heart, Cost: 10, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:35:17,399- INFO - Gift Bilgileri,UserName: tugcealkya , Name: Heart, Cost: 10, Streakable : True , Count : 3 , Streaking: False
2023-12-23 00:35:20,810- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Team Bracelet, Cost: 2, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:35:24,076- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Team Bracelet, Cost: 2, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:35:29,765- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:35:33,872- INFO - Gift Bilgileri,UserName: hiranurarslan3549 , Name: Heart Me, Cost: 1, Streakable : False , Count : 1 , Streaking: True
2023-12-23 00:36:17,545- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:37:02,064- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:37:02,873- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:37:02,874- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:37:04,512- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 9 , Streaking: True
2023-12-23 00:37:04,513- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 12 , Streaking: True
2023-12-23 00:37:04,513- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 14 , Streaking: True
2023-12-23 00:37:08,553- INFO - Gift Bilgileri,UserName: Beyzanur , Name: Rose, Cost: 1, Streakable : True , Count : 14 , Streaking: False
2023-12-23 00:37:08,554- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:37:45,831- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:37:46,688- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:37:47,453- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:37:47,453- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:37:48,243- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:37:49,264- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 8 , Streaking: True
2023-12-23 00:37:52,274- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 8 , Streaking: False
2023-12-23 00:37:55,526- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:37:55,527- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 2 , Streaking: True
2023-12-23 00:37:55,527- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 3 , Streaking: True
2023-12-23 00:37:56,324- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 4 , Streaking: True
2023-12-23 00:37:57,136- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 6 , Streaking: True
2023-12-23 00:37:57,930- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 7 , Streaking: True
2023-12-23 00:38:01,204- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 7 , Streaking: False
2023-12-23 00:38:03,602- ERROR - Error olustu: [Errno 22] Invalid argument
2023-12-23 00:38:28,660- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: True
2023-12-23 00:38:31,994- INFO - Gift Bilgileri,UserName: BekS38 , Name: Rose, Cost: 1, Streakable : True , Count : 1 , Streaking: False
2023-12-23 00:38:38,339- INFO - Gift Bilgileri,UserName: Baran Taş , Name: Nazar, Cost: 5, Streakable : True , Count : 1 , Streaking: True
